#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SP1	APOA1	1851138	1843442	9606.ENSP00000329357	9606.ENSP00000236850	0	0	0	0	0	0	0.900	0	0.899
SMAD4	NUP153	1852473	1845057	9606.ENSP00000341551	9606.ENSP00000262077	0	0	0	0	0	0	0.900	0	0.899
CASR	RGS4	1861464	1859995	9606.ENSP00000420194	9606.ENSP00000397181	0	0	0	0	0	0	0.900	0	0.899
ADRA2C	GNB1	1859088	1856899	9606.ENSP00000386069	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.899
RGS4	LPAR3	1859995	1855308	9606.ENSP00000397181	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
CTNNB1	MAPK14	1852818	1843222	9606.ENSP00000344456	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0	0.899
TGFBR2	RPS27A	1853779	1846244	9606.ENSP00000351905	9606.ENSP00000272317	0	0	0	0	0	0	0.900	0	0.899
DRD3	GRM4	1857726	1856056	9606.ENSP00000373169	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
LPAR2	GRM2	1858966	1858262	9606.ENSP00000384665	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
HCAR3	CXCL1	1862042	1858329	9606.ENSP00000436714	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.899
MED15	CREBBP	1845304	1845124	9606.ENSP00000263205	9606.ENSP00000262367	0	0	0	0	0	0	0.900	0	0.899
RBBP4	SMAD3	1855919	1851536	9606.ENSP00000362592	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
RGS4	LPAR2	1859995	1858966	9606.ENSP00000397181	9606.ENSP00000384665	0	0	0	0	0	0	0.900	0	0.899
CCR4	CCR10	1851498	1851480	9606.ENSP00000332659	9606.ENSP00000332504	0	0	0	0.826	0	0	0.900	0	0.899
CHRM4	OPRM1	1860789	1859815	9606.ENSP00000409378	9606.ENSP00000394624	0	0	0	0.632	0	0	0.900	0	0.899
MYC	CDKN1A	1856789	1843736	9606.ENSP00000367207	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
S1PR2	LPAR2	1863970	1858966	9606.ENSP00000466933	9606.ENSP00000384665	0	0	0	0.819	0	0	0.900	0	0.899
PLAU	PIK3CA	1855748	1845446	9606.ENSP00000361850	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.899
ADCY5	GRM4	1861410	1856056	9606.ENSP00000419361	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
SMAD3	CDKN1B	1851536	1843169	9606.ENSP00000332973	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
MUC2	SMAD4	1861142	1852473	9606.ENSP00000415183	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
OPRM1	LPAR3	1859815	1855308	9606.ENSP00000394624	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
TGIF2	WWTR1	1856003	1854042	9606.ENSP00000362979	9606.ENSP00000353847	0	0	0	0	0	0	0.900	0	0.899
FKBP1A	SMAD3	1857423	1851536	9606.ENSP00000371138	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
DHCR24	LIPA	1855451	1851986	9606.ENSP00000360316	9606.ENSP00000337354	0	0	0	0	0	0	0.900	0	0.899
TFDP2	SMAD2	1861493	1845079	9606.ENSP00000420616	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
IFNB1	EP300	1857184	1845316	9606.ENSP00000369581	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0	0.899
GPR55	OXER1	1857975	1856912	9606.ENSP00000375893	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.899
IL10	JUNB	1860958	1848518	9606.ENSP00000412237	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0	0.899
NEDD4L	SMURF1	1858810	1854172	9606.ENSP00000383199	9606.ENSP00000354621	0	0	0	0.870	0	0	0.900	0	0.899
MAX	CDKN1A	1853721	1843736	9606.ENSP00000351490	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
CXCL12	DNM1	1858332	1855784	9606.ENSP00000379140	9606.ENSP00000362014	0	0	0	0	0	0	0.900	0	0.899
MYC	CDKN1B	1856789	1843169	9606.ENSP00000367207	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
HCAR3	CXCR4	1862042	1859216	9606.ENSP00000436714	9606.ENSP00000386884	0	0	0	0.658	0	0	0.900	0	0.899
HCAR2	GRM4	1857878	1856056	9606.ENSP00000375066	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
TFDP1	CDKN2C	1856285	1845196	9606.ENSP00000364519	9606.ENSP00000262662	0	0	0	0	0	0	0.900	0	0.899
MAX	CDK2	1853721	1845906	9606.ENSP00000351490	9606.ENSP00000266970	0	0	0	0	0	0	0.900	0	0.899
HCAR3	CXCR3	1862042	1855969	9606.ENSP00000436714	9606.ENSP00000362795	0	0	0	0.639	0	0	0.900	0	0.899
E2F5	CDC25A	1860048	1848560	9606.ENSP00000398124	9606.ENSP00000303706	0	0	0	0	0	0	0.900	0	0.899
SIN3B	SKIL	1857097	1844666	9606.ENSP00000369131	9606.ENSP00000259119	0	0	0	0	0	0	0.900	0	0.899
EIF2C1	CDK4	1855852	1844551	9606.ENSP00000362300	9606.ENSP00000257904	0	0	0	0	0	0	0.900	0	0.899
TAS2R41	TAS2R1	1859127	1857537	9606.ENSP00000386201	9606.ENSP00000371932	0	0	0	0.734	0	0	0.900	0	0.899
HIF1A	NPM1	1852062	1847808	9606.ENSP00000338018	9606.ENSP00000296930	0	0	0	0	0	0	0.900	0	0.899
SAP18	SMAD3	1857541	1851536	9606.ENSP00000371973	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
LPAR2	CXCL1	1858966	1858329	9606.ENSP00000384665	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.899
GRM2	DRD3	1858262	1857726	9606.ENSP00000378492	9606.ENSP00000373169	0	0	0	0	0	0	0.900	0	0.899
TFDP1	ABL1	1856285	1855665	9606.ENSP00000364519	9606.ENSP00000361423	0	0	0	0	0	0	0.900	0	0.899
LPAR2	CNR2	1858966	1856124	9606.ENSP00000384665	9606.ENSP00000363596	0	0	0	0.674	0	0	0.900	0	0.899
TGIF2	TGIF1	1856003	1850975	9606.ENSP00000362979	9606.ENSP00000327959	0	0	0	0.926	0	0	0.900	0	0.899
ADRA2C	HTR1B	1859088	1855143	9606.ENSP00000386069	9606.ENSP00000358963	0	0	0	0.837	0	0	0.900	0	0.899
RBBP7	SMAD3	1857150	1851536	9606.ENSP00000369424	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
CCR3	CXCL2	1862185	1861702	9606.ENSP00000441600	9606.ENSP00000427279	0	0	0	0	0	0	0.900	0	0.899
CNR2	GRM4	1856124	1856056	9606.ENSP00000363596	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
ACVR2B	ACVR2A	1852317	1843596	9606.ENSP00000340361	9606.ENSP00000241416	0	0	0	0.975	0	0	0.900	0	0.899
TFDP2	CDKN2C	1861493	1845196	9606.ENSP00000420616	9606.ENSP00000262662	0	0	0	0	0	0	0.900	0	0.899
PLAU	JUN	1855748	1855436	9606.ENSP00000361850	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0	0.899
EIF2C4	MAPK14	1855854	1843222	9606.ENSP00000362306	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0	0.899
TGFBR1	AXIN1	1856216	1845118	9606.ENSP00000364133	9606.ENSP00000262320	0	0	0	0	0	0	0.900	0	0.899
EDN1	EP300	1857019	1845316	9606.ENSP00000368683	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0	0.899
NPM1	KPNB1	1847808	1847208	9606.ENSP00000296930	9606.ENSP00000290158	0	0	0	0	0	0	0.900	0	0.899
GNAS	PRKACB	1855402	1855328	9606.ENSP00000360141	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0	0.899
MYC	CDKN2B	1856789	1846519	9606.ENSP00000367207	9606.ENSP00000276925	0	0	0	0	0	0	0.900	0	0.899
HDAC2	PHC3	1861837	1861472	9606.ENSP00000430432	9606.ENSP00000420294	0	0	0	0	0	0	0.900	0	0.899
CTNNB1	CDKN1B	1852818	1843169	9606.ENSP00000344456	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
EIF2C4	CDK4	1855854	1844551	9606.ENSP00000362306	9606.ENSP00000257904	0	0	0	0	0	0	0.900	0	0.899
OPRM1	CNR2	1859815	1856124	9606.ENSP00000394624	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.899
RGS14	CXCL12	1859140	1858332	9606.ENSP00000386229	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.899
NCOR2	MAPK14	1858893	1843222	9606.ENSP00000384018	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0	0.899
CASR	PIK3CA	1861464	1845446	9606.ENSP00000420194	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.899
FOXH1	EP300	1856663	1845316	9606.ENSP00000366534	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0	0.899
PRKACG	GNAS	1856652	1855402	9606.ENSP00000366488	9606.ENSP00000360141	0	0	0	0	0	0	0.900	0	0.899
MAX	CDK4	1853721	1844551	9606.ENSP00000351490	9606.ENSP00000257904	0	0	0	0	0	0	0.900	0	0.899
E2F5	E2F1	1860048	1852951	9606.ENSP00000398124	9606.ENSP00000345571	0	0	0	0.744	0	0	0.900	0	0.899
CXCR4	HCAR2	1859216	1857878	9606.ENSP00000386884	9606.ENSP00000375066	0	0	0	0.660	0	0	0.900	0	0.899
CTNNB1	CCND2	1852818	1844875	9606.ENSP00000344456	9606.ENSP00000261254	0	0	0	0	0	0	0.900	0	0.899
TAS2R40	HTR1B	1859132	1855143	9606.ENSP00000386210	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.899
DNM1	MAPK1	1855784	1842512	9606.ENSP00000362014	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.899
RGS4	HTR1B	1859995	1855143	9606.ENSP00000397181	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.899
LPAR2	EDN1	1858966	1857019	9606.ENSP00000384665	9606.ENSP00000368683	0	0	0	0	0	0	0.900	0	0.899
CASR	CCR4	1861464	1851498	9606.ENSP00000420194	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.899
ETS1	CCND1	1858032	1843117	9606.ENSP00000376436	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0	0.899
CEBPB	CDKN2C	1848728	1845196	9606.ENSP00000305422	9606.ENSP00000262662	0	0	0	0	0	0	0.900	0	0.899
BMI1	EIF2C3	1856537	1855848	9606.ENSP00000365851	9606.ENSP00000362287	0	0	0	0	0	0	0.900	0	0.899
IFNB1	NR3C1	1857184	1843294	9606.ENSP00000369581	9606.ENSP00000231509	0	0	0	0	0	0	0.900	0	0.899
RBL1	CDKN1B	1855962	1843169	9606.ENSP00000362768	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
P2RY4	HTR1B	1856135	1855143	9606.ENSP00000363643	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.899
RBBP4	SMAD2	1855919	1845079	9606.ENSP00000362592	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
JUN	TP53	1855436	1846083	9606.ENSP00000360266	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0	0.899
LPAR2	CXCL12	1858966	1858332	9606.ENSP00000384665	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.899
RBBP7	SMAD2	1857150	1845079	9606.ENSP00000369424	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
PHC3	RBBP4	1861472	1855919	9606.ENSP00000420294	9606.ENSP00000362592	0	0	0	0	0	0	0.900	0	0.899
SMAD4	MEN1	1852473	1851960	9606.ENSP00000341551	9606.ENSP00000337088	0	0	0	0	0	0	0.900	0	0.899
GATA3	SMAD3	1857010	1851536	9606.ENSP00000368632	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
FOS	SMAD7	1848822	1845078	9606.ENSP00000306245	9606.ENSP00000262158	0	0	0	0	0	0	0.900	0	0.899
CCR3	HCAR3	1862185	1862042	9606.ENSP00000441600	9606.ENSP00000436714	0	0	0	0.681	0	0	0.900	0	0.899
CXCR4	GRM2	1859216	1858262	9606.ENSP00000386884	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
CDC25A	CCND1	1848560	1843117	9606.ENSP00000303706	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0	0.899
GNA13	CXCL12	1860237	1858332	9606.ENSP00000400717	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.899
CDC25A	CDKN1B	1848560	1843169	9606.ENSP00000303706	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
EIF2C1	SP1	1855852	1851138	9606.ENSP00000362300	9606.ENSP00000329357	0	0	0	0	0	0	0.900	0	0.899
NCOR2	RBL1	1858893	1855962	9606.ENSP00000384018	9606.ENSP00000362768	0	0	0	0	0	0	0.900	0	0.899
MAX	HSPD1	1853721	1852284	9606.ENSP00000351490	9606.ENSP00000340019	0	0	0	0	0	0	0.900	0	0.899
S1PR2	RGS6	1863970	1862736	9606.ENSP00000466933	9606.ENSP00000451030	0	0	0	0	0	0	0.900	0	0.899
MUC2	CREBBP	1861142	1845124	9606.ENSP00000415183	9606.ENSP00000262367	0	0	0	0	0	0	0.900	0	0.899
CTNNB1	PIK3CA	1852818	1845446	9606.ENSP00000344456	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.899
HCAR3	LPAR3	1862042	1855308	9606.ENSP00000436714	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
OXER1	LPAR3	1856912	1855308	9606.ENSP00000367930	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
CHRM4	TAS2R1	1860789	1857537	9606.ENSP00000409378	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.899
MDM2	NUP214	1861282	1853838	9606.ENSP00000417281	9606.ENSP00000352400	0	0	0	0	0	0	0.900	0	0.899
ENG	SMAD4	1855851	1852473	9606.ENSP00000362299	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
CXCL12	GNAS	1858332	1855402	9606.ENSP00000379140	9606.ENSP00000360141	0	0	0	0	0	0	0.900	0	0.899
ADRA2C	GRM2	1859088	1858262	9606.ENSP00000386069	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
RPS27A	CCND1	1846244	1843117	9606.ENSP00000272317	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0	0.899
LPAR2	LPAR3	1858966	1855308	9606.ENSP00000384665	9606.ENSP00000359643	0	0	0	0.938	0	0	0.900	0	0.899
BCAR1	FGR	1859585	1856028	9606.ENSP00000391669	9606.ENSP00000363115	0	0	0	0	0	0	0.900	0	0.899
NR3C1	ESR1	1843294	1842435	9606.ENSP00000231509	9606.ENSP00000206249	0	0	0	0.695	0	0	0.900	0	0.899
CDKN2C	CDKN1A	1845196	1843736	9606.ENSP00000262662	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
TFDP1	SMAD3	1856285	1851536	9606.ENSP00000364519	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
FOXO1	FOXO4	1857055	1856074	9606.ENSP00000368880	9606.ENSP00000363377	0	0	0	0.865	0	0	0.900	0	0.899
EIF2C3	CDK6	1855848	1845799	9606.ENSP00000362287	9606.ENSP00000265734	0	0	0	0	0	0	0.900	0	0.899
LPAR3	CCR4	1855308	1851498	9606.ENSP00000359643	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.899
CREBBP	SKIL	1845124	1844666	9606.ENSP00000262367	9606.ENSP00000259119	0	0	0	0	0	0	0.900	0	0.899
MYC	CDC25A	1856789	1848560	9606.ENSP00000367207	9606.ENSP00000303706	0	0	0	0	0	0	0.900	0	0.899
SMAD4	CCND1	1852473	1843117	9606.ENSP00000341551	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0	0.899
CREBBP	APOA1	1845124	1843442	9606.ENSP00000262367	9606.ENSP00000236850	0	0	0	0	0	0	0.900	0	0.899
TFDP1	EP300	1856285	1845316	9606.ENSP00000364519	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0	0.899
BCAR1	PDGFRB	1859585	1844996	9606.ENSP00000391669	9606.ENSP00000261799	0	0	0	0	0	0	0.900	0	0.899
RBBP7	SKI	1857150	1856887	9606.ENSP00000369424	9606.ENSP00000367797	0	0	0	0	0	0	0.900	0	0.899
UBE2D1	CDKN1A	1856011	1843736	9606.ENSP00000363019	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
RUNX3	SMAD4	1852701	1852473	9606.ENSP00000343477	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
SMAD4	PPM1A	1852473	1850907	9606.ENSP00000341551	9606.ENSP00000327255	0	0	0	0	0	0	0.900	0	0.899
CBFB	SMAD3	1861140	1851536	9606.ENSP00000415151	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
HCAR3	OXER1	1862042	1856912	9606.ENSP00000436714	9606.ENSP00000367930	0	0	0	0.852	0	0	0.900	0	0.899
CASR	DRD3	1861464	1857726	9606.ENSP00000420194	9606.ENSP00000373169	0	0	0	0	0	0	0.900	0	0.899
CXCR3	CCR4	1855969	1851498	9606.ENSP00000362795	9606.ENSP00000332659	0	0	0	0.858	0	0	0.900	0	0.899
GATA3	MAPK14	1857010	1843222	9606.ENSP00000368632	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0	0.899
PHC3	RBBP7	1861472	1857150	9606.ENSP00000420294	9606.ENSP00000369424	0	0	0	0	0	0	0.900	0	0.899
TAS2R43	HTR1B	1861884	1855143	9606.ENSP00000431719	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.899
EDN1	MAPK14	1857019	1843222	9606.ENSP00000368683	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0	0.899
TAS2R43	TAS2R39	1861884	1860507	9606.ENSP00000431719	9606.ENSP00000405095	0	0	0	0.727	0	0	0.900	0	0.899
HDAC2	TGIF1	1861837	1850975	9606.ENSP00000430432	9606.ENSP00000327959	0	0	0	0	0	0	0.900	0	0.899
TAS2R40	GNAT3	1859132	1858594	9606.ENSP00000386210	9606.ENSP00000381339	0	0	0	0	0	0	0.900	0	0.899
ACVR2B	NODAL	1852317	1847052	9606.ENSP00000340361	9606.ENSP00000287139	0	0	0	0	0	0	0.900	0	0.899
CEBPB	TGFB1	1848728	1842869	9606.ENSP00000305422	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0	0.899
GNAT3	GNAI3	1858594	1855121	9606.ENSP00000381339	9606.ENSP00000358867	0	0	0	0.979	0	0	0.900	0	0.899
TGFBR2	AXIN1	1853779	1845118	9606.ENSP00000351905	9606.ENSP00000262320	0	0	0	0	0	0	0.900	0	0.899
ZBTB17	SMAD3	1856370	1851536	9606.ENSP00000364895	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
ZBTB17	CDKN1A	1856370	1843736	9606.ENSP00000364895	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
GPR55	CCR4	1857975	1851498	9606.ENSP00000375893	9606.ENSP00000332659	0	0	0	0.707	0	0	0.900	0	0.899
IFNB1	CREBBP	1857184	1845124	9606.ENSP00000369581	9606.ENSP00000262367	0	0	0	0	0	0	0.900	0	0.899
E2F5	SMAD4	1860048	1852473	9606.ENSP00000398124	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
CXCR4	HIF1A	1859216	1852062	9606.ENSP00000386884	9606.ENSP00000338018	0	0	0	0	0	0	0.900	0	0.899
SMAD2	CDKN1A	1845079	1843736	9606.ENSP00000262160	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
ADRA2B	DRD3	1859258	1857726	9606.ENSP00000387281	9606.ENSP00000373169	0	0	0	0.727	0	0	0.900	0	0.899
IFNB1	ATF2	1857184	1845482	9606.ENSP00000369581	9606.ENSP00000264110	0	0	0	0	0	0	0.900	0	0.899
IL10	SMAD3	1860958	1851536	9606.ENSP00000412237	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.899
ZBTB17	SMAD2	1856370	1845079	9606.ENSP00000364895	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
CCR3	GRM4	1862185	1856056	9606.ENSP00000441600	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
E2F5	E2F4	1860048	1857021	9606.ENSP00000398124	9606.ENSP00000368686	0	0	0	0.935	0	0	0.900	0	0.899
NCOR2	CCND3	1858893	1855798	9606.ENSP00000384018	9606.ENSP00000362082	0	0	0	0	0	0	0.900	0	0.899
ADRA2B	GRM4	1859258	1856056	9606.ENSP00000387281	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
ZFYVE9	SMAD7	1847085	1845078	9606.ENSP00000287727	9606.ENSP00000262158	0	0	0	0	0	0	0.900	0	0.899
CXCL12	HIF1A	1858332	1852062	9606.ENSP00000379140	9606.ENSP00000338018	0	0	0	0	0	0	0.900	0	0.899
E2F4	CDKN1A	1857021	1843736	9606.ENSP00000368686	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0	0.899
CXCR4	DNM1	1859216	1855784	9606.ENSP00000386884	9606.ENSP00000362014	0	0	0	0	0	0	0.900	0	0.899
KAT2B	NR3C1	1845408	1843294	9606.ENSP00000263754	9606.ENSP00000231509	0	0	0	0	0	0	0.900	0	0.899
MYC	CCND2	1856789	1844875	9606.ENSP00000367207	9606.ENSP00000261254	0	0	0	0	0	0	0.900	0	0.899
RBBP4	SMAD4	1855919	1852473	9606.ENSP00000362592	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
FOXO4	SMAD2	1856074	1845079	9606.ENSP00000363377	9606.ENSP00000262160	0	0	0	0	0	0	0.900	0	0.899
SKI	MYC	1856887	1856789	9606.ENSP00000367797	9606.ENSP00000367207	0	0	0	0	0	0	0.900	0	0.899
PHC3	SUZ12	1861472	1849881	9606.ENSP00000420294	9606.ENSP00000316578	0	0	0	0	0	0	0.900	0	0.899
ETS2	E2F1	1853968	1852951	9606.ENSP00000353344	9606.ENSP00000345571	0	0	0	0	0	0	0.900	0	0.899
RBBP4	SKIL	1855919	1844666	9606.ENSP00000362592	9606.ENSP00000259119	0	0	0	0	0	0	0.900	0	0.899
TFDP2	EP300	1861493	1845316	9606.ENSP00000420616	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0	0.899
ABL1	CCND1	1855665	1843117	9606.ENSP00000361423	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0	0.899
CXCR3	CCR10	1855969	1851480	9606.ENSP00000362795	9606.ENSP00000332504	0	0	0	0.838	0	0	0.900	0	0.899
RGS6	LPAR3	1862736	1855308	9606.ENSP00000451030	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
GRM2	HCAR2	1858262	1857878	9606.ENSP00000378492	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.899
SMAD4	KAT2B	1852473	1845408	9606.ENSP00000341551	9606.ENSP00000263754	0	0	0	0	0	0	0.900	0	0.899
MYC	MAPK14	1856789	1843222	9606.ENSP00000367207	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0	0.899
CBFB	SMAD4	1861140	1852473	9606.ENSP00000415151	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
CASR	ADCY5	1861464	1861410	9606.ENSP00000420194	9606.ENSP00000419361	0	0	0	0	0	0	0.900	0	0.899
TAS2R43	TAS2R1	1861884	1857537	9606.ENSP00000431719	9606.ENSP00000371932	0	0	0	0.722	0	0	0.900	0	0.899
UBE2D1	CEBPB	1856011	1848728	9606.ENSP00000363019	9606.ENSP00000305422	0	0	0	0	0	0	0.900	0	0.899
EDN1	NMS	1857019	1856567	9606.ENSP00000368683	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.899
ERBB2IP	STUB1	1857307	1842759	9606.ENSP00000370330	9606.ENSP00000219548	0	0	0	0	0	0	0.900	0	0.899
OPRM1	P2RY4	1859815	1856135	9606.ENSP00000394624	9606.ENSP00000363643	0	0	0	0.760	0	0	0.900	0	0.899
PRKACG	AR	1856652	1856164	9606.ENSP00000366488	9606.ENSP00000363822	0	0	0	0	0	0	0.900	0	0.899
ADRA2B	ADRA2C	1859258	1859088	9606.ENSP00000387281	9606.ENSP00000386069	0	0	0	0.937	0	0	0.900	0	0.899
GNAT3	GRM4	1858594	1856056	9606.ENSP00000381339	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
RGS14	GRM2	1859140	1858262	9606.ENSP00000386229	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
MAX	CCND2	1853721	1844875	9606.ENSP00000351490	9606.ENSP00000261254	0	0	0	0	0	0	0.900	0	0.899
CXCL2	CXCL1	1861702	1858329	9606.ENSP00000427279	9606.ENSP00000379110	0	0	0	0.976	0	0	0.900	0	0.899
HCAR3	CHRM4	1862042	1860789	9606.ENSP00000436714	9606.ENSP00000409378	0	0	0	0	0	0	0.900	0	0.899
CCND3	CCND1	1855798	1843117	9606.ENSP00000362082	9606.ENSP00000227507	0	0	0	0.952	0	0	0.900	0	0.899
MYC	MAPK11	1856789	1851615	9606.ENSP00000367207	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.899
CDKN2A	BMI1	1859838	1856537	9606.ENSP00000394932	9606.ENSP00000365851	0	0	0	0	0	0	0.900	0	0.899
HMGA2	SMAD4	1858894	1852473	9606.ENSP00000384026	9606.ENSP00000341551	0	0	0	0	0	0	0.900	0	0.899
NUP214	NUP153	1853838	1845057	9606.ENSP00000352400	9606.ENSP00000262077	0	0	0	0	0	0	0.900	0	0.899
GPR55	LPAR3	1857975	1855308	9606.ENSP00000375893	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.899
CHRM4	CCR4	1860789	1851498	9606.ENSP00000409378	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.899
LPAR2	GRM4	1858966	1856056	9606.ENSP00000384665	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.899
CASR	CXCR3	1861464	1855969	9606.ENSP00000420194	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.899
E2F1	CDKN1B	1852951	1843169	9606.ENSP00000345571	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.899
GRK6	CXCR4	1861940	1859216	9606.ENSP00000433511	9606.ENSP00000386884	0	0	0	0	0	0	0.900	0	0.899
CEBPB	CDK6	1848728	1845799	9606.ENSP00000305422	9606.ENSP00000265734	0	0	0	0	0	0	0.900	0	0.899
AR	CCND3	1856164	1855798	9606.ENSP00000363822	9606.ENSP00000362082	0	0	0	0	0	0	0.900	0	0.899
CCR3	GRM2	1862185	1858262	9606.ENSP00000441600	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.899
RGS6	ADRA2B	1862736	1859258	9606.ENSP00000451030	9606.ENSP00000387281	0	0	0	0	0	0	0.900	0	0.899
MYC	SNAI1	1856789	1843697	9606.ENSP00000367207	9606.ENSP00000244050	0	0	0	0	0	0	0.900	0	0.899
OPRM1	HTR1B	1859815	1855143	9606.ENSP00000394624	9606.ENSP00000358963	0	0	0	0.665	0	0	0.900	0	0.899
